Domain Code,Domain,Area Code (ISO3),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01346","Plums and sloes","2017","2017","t","23522.53"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01346","Plums and sloes","2018","2018","t","24629.31"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01321","Pomelos and grapefruits","2016","2016","t","8192"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01321","Pomelos and grapefruits","2017","2017","t","9871.24"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01321","Pomelos and grapefruits","2018","2018","t","9917.23"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01510","Potatoes","2016","2016","t","1130175"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01510","Potatoes","2017","2017","t","1105194.17"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01510","Potatoes","2018","2018","t","1188655"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01235","Pumpkins, squash and gourds","2016","2016","t","94482"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01235","Pumpkins, squash and gourds","2017","2017","t","101503.73"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01235","Pumpkins, squash and gourds","2018","2018","t","92707"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01342.02","Quinces","2016","2016","t",""
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01342.02","Quinces","2017","2017","t",""
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01342.02","Quinces","2018","2018","t",""
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01443","Rape or colza seed","2016","2016","t","4313230"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01443","Rape or colza seed","2017","2017","t","3893071"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01443","Rape or colza seed","2018","2018","t","2365839.14"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01353.01","Raspberries","2016","2016","t","632.77"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01353.01","Raspberries","2017","2017","t","614.99"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01353.01","Raspberries","2018","2018","t","632.9"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","02951.01","Raw hides and skins of cattle","2016","2016","t","268655.3"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","02951.01","Raw hides and skins of cattle","2017","2017","t","239959.46"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","02951.01","Raw hides and skins of cattle","2018","2018","t","267791.45"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","02954","Raw hides and skins of goats or kids","2016","2016","t","9614.42"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","02954","Raw hides and skins of goats or kids","2017","2017","t","9519.23"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","02954","Raw hides and skins of goats or kids","2018","2018","t","6746.54"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","02953","Raw hides and skins of sheep or lambs","2016","2016","t","156755.5"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","02953","Raw hides and skins of sheep or lambs","2017","2017","t","147312.88"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","02953","Raw hides and skins of sheep or lambs","2018","2018","t","162042.54"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","02211","Raw milk of cattle","2016","2016","t","9680907"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","02211","Raw milk of cattle","2017","2017","t","9015779"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","02211","Raw milk of cattle","2018","2018","t","9289000"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","0113","Rice","2016","2016","t","273942"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","0113","Rice","2017","2017","t","807304.46"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","0113","Rice","2018","2018","t","635113"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","0116","Rye","2016","2016","t","30020.44"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","0116","Rye","2017","2017","t","30000"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","0116","Rye","2018","2018","t","29614.77"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01446","Safflower seed","2016","2016","t","3809.65"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01446","Safflower seed","2017","2017","t","3546.2"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01446","Safflower seed","2018","2018","t","3605.19"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01921.01","Seed cotton, unginned","2016","2016","t","1518678"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01921.01","Seed cotton, unginned","2017","2017","t","2150961"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01921.01","Seed cotton, unginned","2018","2018","t","2450000"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","21514","Sheep fat, unrendered","2016","2016","t","79802.8"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","21514","Sheep fat, unrendered","2017","2017","t","74995.65"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","21514","Sheep fat, unrendered","2018","2018","t","82494.38"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","02941","Shorn wool, greasy, including fleece-washed shorn wool","2016","2016","t","354991"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","02941","Shorn wool, greasy, including fleece-washed shorn wool","2017","2017","t","376967"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","02941","Shorn wool, greasy, including fleece-washed shorn wool","2018","2018","t","385945"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","0114","Sorghum","2016","2016","t","1790574"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","0114","Sorghum","2017","2017","t","994000.94"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","0114","Sorghum","2018","2018","t","1257219"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","0141","Soya beans","2016","2016","t","29403"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","0141","Soya beans","2017","2017","t","31335"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","0141","Soya beans","2018","2018","t","28903"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01215","Spinach","2016","2016","t","9317.68"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01215","Spinach","2017","2017","t","9085.82"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01215","Spinach","2018","2018","t","8860.63"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01354","Strawberries","2016","2016","t","48401"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01354","Strawberries","2017","2017","t","45251"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01354","Strawberries","2018","2018","t","57384"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01802","Sugar cane","2016","2016","t","34403004"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01802","Sugar cane","2017","2017","t","36561497.03"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01802","Sugar cane","2018","2018","t","33506830"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01445","Sunflower seed","2016","2016","t","19177"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01445","Sunflower seed","2017","2017","t","17000"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01445","Sunflower seed","2018","2018","t","13614"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01530","Sweet potatoes","2016","2016","t","83421"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01530","Sweet potatoes","2017","2017","t","87528.9"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01530","Sweet potatoes","2018","2018","t","91468.42"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01324","Tangerines, mandarins, clementines","2016","2016","t","125233"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01324","Tangerines, mandarins, clementines","2017","2017","t","127267"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01324","Tangerines, mandarins, clementines","2018","2018","t","138007"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01234","Tomatoes","2016","2016","t","405167"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01234","Tomatoes","2017","2017","t","371577.55"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01234","Tomatoes","2018","2018","t","386376"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01191","Triticale","2016","2016","t","127393"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01191","Triticale","2017","2017","t","149949.17"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01191","Triticale","2018","2018","t","86957"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01970","Unmanufactured tobacco","2016","2016","t",""
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01970","Unmanufactured tobacco","2017","2017","t",""
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01970","Unmanufactured tobacco","2018","2018","t",""
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01709.01","Vetches","2016","2016","t","8091.94"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01709.01","Vetches","2017","2017","t","7763.2"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01709.01","Vetches","2018","2018","t","7786.37"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01376","Walnuts, in shell","2016","2016","t","8396.16"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01376","Walnuts, in shell","2017","2017","t","9642.34"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01376","Walnuts, in shell","2018","2018","t","10826.79"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01221","Watermelons","2016","2016","t","163700.76"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01221","Watermelons","2017","2017","t","170572.47"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","01221","Watermelons","2018","2018","t","175432.52"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","0111","Wheat","2016","2016","t","31818743.54"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","0111","Wheat","2017","2017","t","20941134"
"QCL","Crops and livestock products","AUS","Australia","5510","Production","0111","Wheat","2018","2018","t","17597560.79"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01341","Apples","2016","2016","t","101670"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01341","Apples","2017","2017","t","185240"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01341","Apples","2018","2018","t","387950"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01343","Apricots","2016","2016","t","5257.36"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01343","Apricots","2017","2017","t","6484"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01343","Apricots","2018","2018","t","9310"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01211","Asparagus","2016","2016","t","2568.18"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01211","Asparagus","2017","2017","t","3038"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01211","Asparagus","2018","2018","t","3080"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01311","Avocados","2018","2018","t","0"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01312","Bananas","2018","2018","t","0"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","0115","Barley","2016","2016","t","859701.77"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","0115","Barley","2017","2017","t","782029"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","0115","Barley","2018","2018","t","691030"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01701","Beans, dry","2016","2016","t",""
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01701","Beans, dry","2017","2017","t",""
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01355.01","Blueberries","2018","2018","t","1420"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01702","Broad beans and horse beans, dry","2016","2016","t","27694.67"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01702","Broad beans and horse beans, dry","2017","2017","t","22962"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01702","Broad beans and horse beans, dry","2018","2018","t","15990"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01243","Broad beans and horse beans, green","2016","2016","t","691.59"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01243","Broad beans and horse beans, green","2017","2017","t","554"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01243","Broad beans and horse beans, green","2018","2018","t","6830"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01192","Buckwheat","2016","2016","t","0"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01192","Buckwheat","2017","2017","t","0"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01212","Cabbages","2016","2016","t","64432.26"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01212","Cabbages","2017","2017","t","61790"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01212","Cabbages","2018","2018","t","53360"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01229","Cantaloupes and other melons","2016","2016","t",""
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01229","Cantaloupes and other melons","2017","2017","t",""
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01229","Cantaloupes and other melons","2018","2018","t","1000"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01251","Carrots and turnips","2016","2016","t","98475.92"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01251","Carrots and turnips","2017","2017","t","97813"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01251","Carrots and turnips","2018","2018","t","93840"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21512","Cattle fat, unrendered","2016","2016","t","18094.47"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21512","Cattle fat, unrendered","2017","2017","t","17977.51"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01213","Cauliflowers and broccoli","2016","2016","t","5886.2"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01213","Cauliflowers and broccoli","2017","2017","t","5884"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01213","Cauliflowers and broccoli","2018","2018","t","4750"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01199.90","Cereals n.e.c.","2016","2016","t","47311"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01199.90","Cereals n.e.c.","2017","2017","t","43535"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01199.90","Cereals n.e.c.","2018","2018","t","23450"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01344.02","Cherries","2016","2016","t","3533.13"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01344.02","Cherries","2017","2017","t","5548"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01344.02","Cherries","2018","2018","t","10940"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2016","2016","t","14547.03"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2017","2017","t","15806"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2018","2018","t","15740"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01232","Cucumbers and gherkins","2016","2016","t","47450.46"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01232","Cucumbers and gherkins","2017","2017","t","46581"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01232","Cucumbers and gherkins","2018","2018","t","44850"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01351.01","Currants","2016","2016","t","1841.61"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01351.01","Currants","2017","2017","t","2963"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01351.01","Currants","2018","2018","t","5350"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2016","2016","t","20679.4"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2017","2017","t","20545.72"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21156","Edible offal of goat, fresh, chilled or frozen","2016","2016","t","101.1"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21156","Edible offal of goat, fresh, chilled or frozen","2017","2017","t","78.38"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2016","2016","t","32419.13"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2017","2017","t","32016.29"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2016","2016","t","986.72"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2017","2017","t","946.41"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21159.01","Edible offals of horses and other equines, fresh, chilled or frozen","2016","2016","t","7.81"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21159.01","Edible offals of horses and other equines, fresh, chilled or frozen","2017","2017","t","7.41"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01233","Eggplants (aubergines)","2016","2016","t","975.57"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01233","Eggplants (aubergines)","2017","2017","t","1062"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01233","Eggplants (aubergines)","2018","2018","t","1130"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21511.01","Fat of pigs","2016","2016","t","27333.77"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21511.01","Fat of pigs","2017","2017","t","26994.13"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01315","Figs","2018","2018","t","0"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01929.01","Flax, raw or retted","2016","2016","t","0"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01929.01","Flax, raw or retted","2017","2017","t",""
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01929.01","Flax, raw or retted","2018","2018","t",""
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2016","2016","t","6900"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2017","2017","t","6700"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21515","Goat fat, unrendered","2016","2016","t","28.48"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21515","Goat fat, unrendered","2017","2017","t","22.08"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01351.02","Gooseberries","2016","2016","t","53.38"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01351.02","Gooseberries","2017","2017","t","62"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01330","Grapes","2016","2016","t","260337.42"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01330","Grapes","2017","2017","t","331428"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01330","Grapes","2018","2018","t","367130"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01290.01","Green corn (maize)","2016","2016","t","13957.5"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01290.01","Green corn (maize)","2017","2017","t","14925"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01252","Green garlic","2016","2016","t","1024.61"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01252","Green garlic","2017","2017","t","1091"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01252","Green garlic","2018","2018","t","1120"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","0231","Hen eggs in shell, fresh","2016","2016","t","121467"
"QCL","Crops and livestock products","AUT","Austria","5513","Production","0231","Hen eggs in shell, fresh","2016","2016","1000 No","1975072"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","0231","Hen eggs in shell, fresh","2017","2017","t","124728"
"QCL","Crops and livestock products","AUT","Austria","5513","Production","0231","Hen eggs in shell, fresh","2017","2017","1000 No","2028090"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","0231","Hen eggs in shell, fresh","2018","2018","t","127585"
"QCL","Crops and livestock products","AUT","Austria","5513","Production","0231","Hen eggs in shell, fresh","2018","2018","1000 No","2057822"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01659","Hop cones","2016","2016","t","482.36"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01659","Hop cones","2017","2017","t","440"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01659","Hop cones","2018","2018","t","460"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21118.01","Horse meat, fresh or chilled","2016","2016","t","116"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21118.01","Horse meat, fresh or chilled","2017","2017","t","110"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21118.01","Horse meat, fresh or chilled","2018","2018","t","134"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01254","Leeks and other alliaceous vegetables","2016","2016","t","5761.23"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01254","Leeks and other alliaceous vegetables","2017","2017","t","5869"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01254","Leeks and other alliaceous vegetables","2018","2018","t","5450"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01322","Lemons and limes","2018","2018","t","0"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01214","Lettuce and chicory","2016","2016","t","48716.28"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01214","Lettuce and chicory","2017","2017","t","47264"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01214","Lettuce and chicory","2018","2018","t","35200"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01441","Linseed","2016","2016","t","1734.12"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01441","Linseed","2017","2017","t","1786"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01441","Linseed","2018","2018","t","1490"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01709.02","Lupins","2016","2016","t","248.69"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01709.02","Lupins","2017","2017","t","334"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01709.02","Lupins","2018","2018","t","290"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","0112","Maize (corn)","2016","2016","t","2179587.01"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","0112","Maize (corn)","2017","2017","t","2075983"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","0112","Maize (corn)","2018","2018","t","2130340"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2016","2016","t","228335"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2017","2017","t","226859"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2018","2018","t","233460"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","2016","2016","t","125900"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","2017","2017","t","127200"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","2018","2018","t","109590"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21122","Meat of ducks, fresh or chilled","2016","2016","t","120"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21122","Meat of ducks, fresh or chilled","2017","2017","t","140"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21122","Meat of ducks, fresh or chilled","2018","2018","t","420"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21123","Meat of geese, fresh or chilled","2016","2016","t","460"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21123","Meat of geese, fresh or chilled","2017","2017","t","510"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21123","Meat of geese, fresh or chilled","2018","2018","t","530"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21116","Meat of goat, fresh or chilled","2016","2016","t","712"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21116","Meat of goat, fresh or chilled","2017","2017","t","552"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21116","Meat of goat, fresh or chilled","2018","2018","t","660"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2016","2016","t","514892"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2017","2017","t","508494"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2018","2018","t","509520"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21114","Meat of rabbits and hares, fresh or chilled","2016","2016","t","368"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21114","Meat of rabbits and hares, fresh or chilled","2017","2017","t","346"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21114","Meat of rabbits and hares, fresh or chilled","2018","2018","t","377"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21115","Meat of sheep, fresh or chilled","2016","2016","t","6267"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21115","Meat of sheep, fresh or chilled","2017","2017","t","6011"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21115","Meat of sheep, fresh or chilled","2018","2018","t","6670"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21124","Meat of turkeys, fresh or chilled","2016","2016","t","20700"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21124","Meat of turkeys, fresh or chilled","2017","2017","t","15900"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","21124","Meat of turkeys, fresh or chilled","2018","2018","t","13700"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","0118","Millet","2016","2016","t","10379.07"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","0118","Millet","2017","2017","t","10608.22"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01199.02","Mixed grain","2016","2016","t","11961.82"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01199.02","Mixed grain","2017","2017","t","10347"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01199.02","Mixed grain","2018","2018","t","20230"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01270","Mushrooms and truffles","2016","2016","t","1400"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01270","Mushrooms and truffles","2017","2017","t","1900"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","02910","Natural honey","2016","2016","t","4900"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","02910","Natural honey","2017","2017","t","5800"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","02910","Natural honey","2018","2018","t","4000"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","0117","Oats","2016","2016","t","94828.51"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","0117","Oats","2017","2017","t","76672"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","0117","Oats","2018","2018","t","74280"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01450","Olives","2018","2018","t","0"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2016","2016","t","163291.8"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2017","2017","t","144682"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2018","2018","t","132200"
"QCL","Crops and livestock products","AUT","Austria","5510","Production","01323","Oranges","2018","2018","t","0"
